Date,Open,High,Low,Close,Adj Close,Volume
2003/3/20,37.794102,38.333698,37.022301,37.4851,22.047924,1.44E+11
2003/3/21,37.639599,37.639599,36.9454,37.408199,22.002695,55634502323
2003/3/24,37.7164,37.794102,37.2537,37.408199,22.002695,56761425035
2003/3/25,36.251202,36.482601,35.711601,35.943001,21.140892,65069085441
2003/3/26,36.405701,36.714001,36.251202,36.251202,21.322172,66753801701
2003/3/27,34.708401,35.1712,33.937302,34.6315,20.369501,1.52E+11
2003/3/28,34.477001,34.708401,33.551399,34.245602,20.142521,83406029552
2003/3/31,33.551399,33.782799,32.472099,32.6259,19.189846,77543729695
2003/4/1,32.0093,32.549,31.9317,32.549,19.144619,85137900899
2003/4/2,32.780399,33.32,32.394501,33.011799,19.416828,45530803940
2003/4/3,34.3232,34.5546,33.706001,33.8605,19.916016,83089638668
2003/4/4,33.8605,35.017399,33.629101,34.8629,20.505602,75165154601
2003/4/7,34.9398,35.865299,34.6315,35.6339,20.959091,79856114522
2003/4/8,35.480202,35.865299,35.1712,35.248798,20.73258,63372221944
2003/4/9,34.785999,34.9398,34.400101,34.5546,20.324272,48875779662
2003/4/10,34.477001,34.9398,34.168701,34.3232,20.188168,49287313983
2003/4/11,34.400101,34.6315,34.245602,34.5546,20.324272,24538292561
2003/4/14,34.5546,34.9398,33.629101,33.629101,19.779909,38925999487
2003/4/15,34.245602,34.477001,33.8605,34.477001,20.278629,40375603135
2003/4/16,35.248798,36.251202,35.248798,36.174301,21.276945,1.30E+11
2003/4/17,36.174301,36.251202,35.325699,35.325699,20.777813,83916283846
2003/4/18,36.405701,36.9454,36.328098,36.6371,21.54915,1.09E+11
2003/4/21,36.6371,37.2537,36.251202,37.2537,21.911823,55647980615
2003/4/22,36.9454,36.9454,36.096699,36.251202,21.322172,80199873212
2003/4/23,36.9454,37.331299,36.714001,37.2537,21.911823,1.26E+11
2003/4/24,37.022301,37.022301,36.096699,36.482601,21.458279,98290755966
2003/4/25,35.480202,36.174301,34.8629,35.094299,20.641708,84724564783
2003/4/28,34.014198,34.168701,33.166302,33.937302,19.961189,98643345075
2003/4/29,34.6315,35.094299,34.245602,34.785999,20.460373,1.19E+11
2003/4/30,37.1768,37.1768,36.559502,36.8685,21.685255,2.39E+11
2003/5/1,null,null,null,null,null,null
2003/5/2,36.790901,37.331299,36.790901,37.2537,21.911823,83687044653
2003/5/5,37.408199,37.794102,37.2537,37.408199,22.002695,91162692371
2003/5/6,37.408199,37.7164,36.714001,36.8685,21.685255,70984037754
2003/5/7,37.022301,37.099899,36.482601,36.790901,21.639616,61006924944
2003/5/8,36.6371,36.6371,36.019798,36.019798,21.186068,42516868833
2003/5/9,36.096699,36.8685,36.096699,36.6371,21.54915,47392929379
2003/5/12,37.1768,37.4851,37.022301,37.2537,21.911823,77305589742
2003/5/13,37.9478,38.410599,37.794102,37.9478,22.320078,78423893057
2003/5/14,37.794102,37.9478,37.639599,37.9478,22.320078,61289817590
2003/5/15,37.9478,38.179199,37.639599,38.179199,22.456179,49432031133
2003/5/16,38.410599,38.565102,37.639599,37.639599,22.138802,67041980695
2003/5/19,37.639599,37.870899,37.1768,37.7164,22.183971,49004697287
2003/5/20,36.8685,37.2537,36.714001,37.022301,21.775719,45992880507
2003/5/21,37.022301,37.099899,36.714001,37.022301,21.775719,72198631594
2003/5/22,36.790901,37.331299,36.559502,37.022301,21.775719,69367551632
2003/5/23,37.331299,38.025501,37.1768,37.870899,22.274841,77408021521
2003/5/26,38.179199,38.488201,38.179199,38.410599,22.592283,52531665132
2003/5/27,38.410599,38.488201,38.025501,38.025501,22.36578,46901115078
2003/5/28,38.951,39.722099,38.951,38.951,22.910137,1.12E+11
2003/5/29,39.336201,40.108002,39.336201,40.108002,23.59066,1.41E+11
2003/5/30,40.108002,42.421799,40.108002,41.2649,24.271124,1.50E+11
2003/6/2,42.421799,43.964001,42.035999,43.5788,25.632107,1.42E+11
2003/6/3,43.192902,43.5788,42.806999,43.192902,25.405132,77388153078
2003/6/4,null,null,null,null,null,null
2003/6/5,43.5788,45.120899,43.5788,44.3498,26.085594,1.35E+11
2003/6/6,44.735699,45.120899,44.3498,45.120899,26.539141,86426622644
2003/6/9,44.735699,46.277901,44.3498,45.506802,26.766119,1.11E+11
2003/6/10,44.735699,45.120899,43.964001,44.3498,26.085594,53176080112
2003/6/11,44.735699,44.735699,43.5788,43.5788,25.632107,60828888113
2003/6/12,43.5788,46.277901,43.192902,45.120899,26.539141,1.36E+11
2003/6/13,44.3498,44.3498,43.5788,43.964001,25.858677,66954958863
2003/6/16,43.192902,43.964001,43.192902,43.192902,25.405132,51793232161
2003/6/17,43.964001,45.120899,43.5788,44.735699,26.312572,1.01E+11
2003/6/18,45.506802,45.8927,45.120899,45.506802,26.766119,84217697648
2003/6/19,45.8927,45.8927,45.120899,45.506802,26.766119,64311298052
2003/6/20,45.506802,45.8927,44.735699,45.120899,26.539141,47996941946
2003/6/23,44.735699,45.506802,44.3498,44.3498,26.085594,39969701452
2003/6/24,43.5788,43.964001,43.192902,43.964001,25.858677,55692208462
2003/6/25,43.5788,44.735699,43.192902,43.964001,25.858677,53202095219
2003/6/26,43.964001,44.735699,43.5788,43.964001,25.858677,32158936085
2003/6/27,44.3498,44.735699,43.5788,43.964001,25.858677,46451326429
2003/6/30,43.5788,44.3498,43.5788,43.964001,25.858677,28406803376
2003/7/1,43.964001,45.120899,43.964001,45.120899,26.539141,60523811202
2003/7/2,45.506802,46.277901,45.120899,46.277901,27.21966,57313158491
2003/7/3,47.049599,48.591702,47.049599,47.049599,27.673553,85603229354
2003/7/4,47.434799,47.820702,47.049599,47.820702,28.127108,76343658432
2003/7/7,45.506599,47.049099,45.120998,47.049099,27.67326,93530378138
2003/7/8,47.8204,48.206799,47.049099,47.8204,28.126925,99411793135
2003/7/9,46.277901,47.049099,45.8923,46.663502,27.446466,70019632908
2003/7/10,46.663502,46.663502,44.349701,44.349701,26.085537,60270946670
2003/7/11,43.578499,44.349701,43.192799,44.349701,26.085537,56009053052
2003/7/14,44.735401,46.277901,44.735401,45.8923,26.992857,66079090471
2003/7/15,46.277901,46.663502,45.120998,45.8923,26.992857,43450565508
2003/7/16,45.8923,46.277901,45.120998,45.8923,26.992857,37579020203
2003/7/17,45.506599,45.8923,44.735401,44.735401,26.312393,56681930622
2003/7/18,43.9641,45.120998,43.9641,44.735401,26.312393,49861126292
2003/7/21,44.735401,45.506599,43.9641,43.9641,25.858734,33956790385
2003/7/22,43.192799,44.349701,43.192799,43.578499,25.631931,55617667132
2003/7/23,43.9641,45.120998,43.9641,44.349701,26.085537,63373446989
2003/7/24,44.735401,45.120998,44.349701,45.120998,26.539194,79735503671
2003/7/25,44.349701,44.735401,43.9641,43.9641,25.858734,58440484408
2003/7/28,44.735401,45.120998,44.349701,44.735401,26.312393,39421416277
2003/7/29,44.735401,44.735401,43.9641,43.9641,25.858734,27504468777
2003/7/30,43.9641,44.349701,43.192799,43.9641,25.858734,53640026209
2003/7/31,43.192799,45.506599,43.192799,45.506599,26.766001,1.14E+11
2003/8/1,45.8923,46.663502,45.506599,46.277901,27.21966,93000320531
2003/8/4,46.277901,46.663502,45.506599,46.277901,27.21966,51672961388
2003/8/5,46.277901,46.663502,45.120998,45.120998,26.539194,58083131393
2003/8/6,44.735401,45.506599,44.735401,45.120998,26.539194,32957912356
2003/8/7,45.120998,46.277901,44.735401,46.277901,27.21966,52379977074
2003/8/8,45.8923,45.8923,44.735401,44.735401,26.312393,45816395973
2003/8/11,43.9641,44.349701,43.192799,43.9641,25.858734,50757720237
2003/8/12,43.9641,44.735401,43.9641,43.9641,25.858734,28211679852
2003/8/13,44.735401,45.8923,44.735401,45.506599,26.766001,58787867530
2003/8/14,45.8923,46.663502,45.506599,45.8923,26.992857,75356426239
2003/8/15,46.277901,47.049099,46.277901,47.049099,27.67326,69231515403
2003/8/18,47.049099,47.434799,46.277901,47.434799,27.900126,64299965641
2003/8/19,48.5924,48.9781,47.8204,48.206799,28.354197,1.08E+11
2003/8/20,48.5924,48.9781,48.206799,48.5924,28.580996,46342240173
2003/8/21,48.5924,49.363701,48.206799,49.363701,29.034664,59475464470
2003/8/22,49.363701,49.749298,48.9781,49.363701,29.034664,48475411420
2003/8/25,49.363701,49.749298,48.9781,49.749298,29.261463,55161727410
2003/8/26,49.363701,49.363701,48.206799,48.5924,28.580996,46839487314
2003/8/27,48.5924,50.134998,48.5924,49.363701,29.034664,69312336663
2003/8/28,50.134998,51.291901,49.749298,50.520599,29.71513,1.11E+11
2003/8/29,50.520599,52.063099,50.134998,51.677502,30.395586,80557548871
2003/9/1,52.063099,52.4487,51.291901,52.063099,30.622389,42394072521
2003/9/2,51.677502,52.063099,50.9062,51.677502,30.395586,37245229201
2003/9/3,52.063099,52.063099,51.291901,51.291901,30.168789,33790177949
2003/9/4,51.291901,51.677502,50.9062,50.9062,29.941929,35047591826
2003/9/5,52.063099,53.220001,52.063099,52.4487,30.849203,47028514474
2003/9/8,52.8344,54.762501,52.4487,54.762501,32.210117,73586715192
2003/9/9,55.919399,55.919399,54.3769,54.3769,31.983322,75344031509
2003/9/10,53.991299,54.3769,53.220001,53.605598,31.529655,60459653190
2003/9/11,null,null,null,null,null,null
2003/9/12,52.8344,53.220001,52.4487,52.4487,30.849203,52673818366
2003/9/15,52.4487,52.4487,51.291901,51.677502,30.395586,44112315877
2003/9/16,50.9062,52.8344,50.9062,52.8344,31.076052,62011514569
2003/9/17,53.605598,55.533798,53.605598,55.148102,32.436924,1.07E+11
2003/9/18,54.762501,55.148102,53.991299,54.3769,31.983322,50232181647
2003/9/19,54.3769,54.762501,53.220001,53.220001,31.302853,40103304326
2003/9/22,52.8344,52.8344,52.063099,52.063099,30.622389,44099435176
2003/9/23,51.677502,52.4487,51.291901,52.4487,30.849203,40647720582
2003/9/24,52.4487,52.4487,51.677502,52.4487,30.849203,39425349124
2003/9/25,51.291901,51.677502,50.9062,51.291901,30.168789,45384679583
2003/9/26,51.291901,51.677502,50.520599,50.9062,29.941929,49326895359
2003/9/29,50.9062,52.063099,50.520599,51.291901,30.168789,44230606899
2003/9/30,51.291901,52.063099,51.291901,51.291901,30.168789,25407271807
2003/10/1,51.291901,51.677502,50.9062,51.291901,30.168789,24671012774
2003/10/2,52.063099,52.8344,51.677502,52.8344,31.076052,39922117810
2003/10/3,53.220001,53.991299,52.4487,53.991299,31.756517,52698692997
2003/10/6,55.148102,55.148102,53.991299,54.762501,32.210117,63513100635
2003/10/7,54.762501,54.762501,53.220001,53.991299,31.756517,56382718614
2003/10/8,53.991299,54.3769,53.220001,53.605598,31.529655,42244644372
2003/10/9,52.8344,53.605598,52.4487,53.220001,31.302853,46467765629
2003/10/10,null,null,null,null,null,null
2003/10/13,53.605598,54.3769,53.605598,53.991299,31.756517,56550698780
2003/10/14,54.3769,54.762501,52.8344,52.8344,31.076052,57016062305
2003/10/15,52.8344,53.605598,52.4487,52.4487,30.849203,53098220161
2003/10/16,52.4487,53.605598,52.063099,53.605598,31.529655,43381502709
2003/10/17,53.991299,53.991299,52.4487,52.4487,30.849203,28499050734
2003/10/20,52.063099,52.8344,51.677502,52.4487,30.849203,53462902800
2003/10/21,52.8344,52.8344,50.9062,51.677502,30.395586,1.25E+11
2003/10/22,50.520599,51.291901,50.520599,50.9062,29.941929,47089776708
2003/10/23,50.520599,50.520599,49.749298,49.749298,29.261463,59432919582
2003/10/24,49.749298,50.134998,49.749298,49.749298,29.261463,50638367096
2003/10/27,50.134998,50.9062,50.134998,50.520599,29.71513,27947758258
2003/10/28,50.9062,52.4487,50.520599,52.4487,30.849203,68341314213
2003/10/29,54.762501,54.762501,53.220001,53.605598,31.529655,86353839021
2003/10/30,53.605598,53.605598,52.8344,53.605598,31.529655,46748104982
2003/10/31,53.605598,53.605598,51.677502,51.677502,30.395586,35997274197
2003/11/3,51.677502,52.4487,51.677502,51.677502,30.395586,32278809865
2003/11/4,52.4487,53.220001,52.4487,52.8344,31.076052,39473983663
2003/11/5,52.8344,53.605598,52.8344,53.605598,31.529655,49296349411
2003/11/6,53.991299,53.991299,52.063099,53.220001,31.302853,62787527923
2003/11/7,53.605598,53.605598,52.4487,53.220001,31.302853,37384805192
2003/11/10,53.220001,53.220001,52.063099,52.4487,30.849203,36922988745
2003/11/11,50.9062,51.291901,50.134998,50.9062,29.941929,1.05E+11
2003/11/12,50.9062,51.677502,50.520599,51.291901,30.168789,74206020873
2003/11/13,52.063099,52.4487,51.677502,52.063099,30.622389,34684858075
2003/11/14,52.063099,52.4487,51.677502,52.063099,30.622389,30487813849
2003/11/17,51.677502,51.677502,50.520599,51.291901,30.168789,33994683492
2003/11/18,50.520599,51.677502,50.520599,51.677502,30.395586,44979791723
2003/11/19,50.9062,51.291901,50.520599,50.9062,29.941929,34973075646
2003/11/20,50.520599,50.9062,49.749298,50.520599,29.71513,56741008499
2003/11/21,50.134998,50.134998,49.363701,50.134998,29.488327,65098358649
2003/11/24,50.134998,50.520599,49.363701,49.363701,29.034664,33096358594
2003/11/25,50.520599,50.9062,50.134998,50.520599,29.71513,31656345382
2003/11/26,50.520599,50.9062,49.749298,50.134998,29.488327,30805911038
2003/11/27,49.749298,50.134998,48.5924,48.5924,28.580996,53578949344
2003/11/28,48.9781,49.749298,48.9781,48.9781,28.807861,33359330794
2003/12/1,48.5924,49.749298,48.206799,49.363701,29.034664,27982845767
2003/12/2,50.134998,50.9062,49.749298,50.9062,29.941929,45087491613
2003/12/3,51.291901,51.291901,50.9062,51.291901,30.168789,38394364533
2003/12/4,50.9062,51.677502,50.9062,51.677502,30.395586,38222899916
2003/12/5,51.291901,51.291901,50.134998,50.134998,29.488327,38966836769
2003/12/8,49.749298,49.749298,48.9781,48.9781,28.807861,37655903606
2003/12/9,49.363701,49.749298,48.9781,49.749298,29.261463,38300389528
2003/12/10,48.206799,48.206799,47.049099,47.8204,28.126925,1.37E+11
2003/12/11,47.434799,48.206799,47.434799,48.206799,28.354197,84341173214
2003/12/12,48.9781,48.9781,47.434799,47.8204,28.126925,58444818055
2003/12/15,48.206799,48.5924,47.8204,48.5924,28.580996,44587674344
2003/12/16,47.8204,47.8204,47.049099,47.049099,27.67326,62468887150
2003/12/17,47.049099,47.049099,45.506599,45.8923,26.992857,1.05E+11
2003/12/18,45.506599,46.663502,45.120998,46.277901,27.21966,53048841638
2003/12/19,47.434799,47.434799,46.277901,46.277901,27.21966,38567768020
2003/12/22,46.663502,47.8204,46.277901,47.434799,27.900126,48458247173
2003/12/23,47.434799,48.206799,47.434799,47.8204,28.126925,35672804292
2003/12/24,47.8204,47.8204,47.049099,47.434799,27.900126,25285533908
2003/12/25,47.434799,47.8204,47.049099,47.8204,28.126925,7210783693
2003/12/26,47.8204,48.206799,47.434799,47.8204,28.126925,14701174027
2003/12/29,47.8204,48.206799,47.434799,47.8204,28.126925,21356609652
2003/12/30,48.206799,48.9781,47.8204,48.5924,28.580996,92688478322
2003/12/31,48.5924,48.9781,48.206799,48.9781,28.807861,19860294102
2004/1/1,null,null,null,null,null,null
2004/1/2,48.9781,50.520599,48.9781,50.520599,29.71513,75096567752
2004/1/5,50.520599,50.9062,50.134998,50.9062,29.941929,40274017444
2004/1/6,50.9062,51.291901,50.134998,50.9062,29.941929,42246843761
2004/1/7,50.9062,51.291901,50.134998,50.520599,29.71513,57748714141
2004/1/8,50.9062,51.291901,50.520599,50.520599,29.71513,35635860580
2004/1/9,51.677502,52.063099,51.291901,52.063099,30.622389,72428193632
2004/1/12,52.063099,52.4487,51.291901,52.063099,30.622389,32366301935
2004/1/13,52.4487,52.4487,51.677502,52.063099,30.622389,31056558647
2004/1/14,51.677502,52.4487,51.291901,51.677502,30.395586,39630305567
2004/1/15,52.063099,52.063099,50.9062,51.677502,30.395586,43363596982
2004/1/16,51.677502,52.063099,51.291901,51.291901,30.168789,32418383352
2004/1/19,null,null,null,null,null,null
2004/1/20,null,null,null,null,null,null
2004/1/21,null,null,null,null,null,null
2004/1/22,null,null,null,null,null,null
2004/1/23,null,null,null,null,null,null
2004/1/26,null,null,null,null,null,null
2004/1/27,52.4487,52.8344,52.063099,52.8344,31.076052,81458080673
2004/1/28,52.063099,52.4487,51.677502,52.063099,30.622389,41273419018
2004/1/29,51.291901,52.4487,51.291901,51.291901,30.168789,86873004896
2004/1/30,51.291901,51.677502,50.520599,50.9062,29.941929,52905665964
2004/2/2,50.9062,51.291901,50.134998,50.134998,29.488327,31620531423
2004/2/3,49.363701,49.749298,48.5924,48.9781,28.807861,78128697663
2004/2/4,48.9781,48.9781,48.206799,48.206799,28.354197,44442028742
2004/2/5,48.206799,48.9781,47.8204,48.206799,28.354197,48073143789
2004/2/6,48.5924,49.363701,48.5924,48.5924,28.580996,34788159189
2004/2/9,49.363701,50.520599,49.363701,50.134998,29.488327,46450065313
2004/2/10,50.134998,50.520599,49.363701,49.363701,29.034664,36529488607
2004/2/11,49.749298,49.749298,48.9781,49.363701,29.034664,25306776292
2004/2/12,49.363701,50.134998,49.363701,49.749298,29.261463,66227351292
2004/2/13,49.749298,49.749298,48.9781,49.363701,29.034664,38525851886
2004/2/16,49.363701,49.363701,48.206799,48.206799,28.354197,59737432166
2004/2/17,48.206799,48.9781,48.206799,48.206799,28.354197,42890778583
2004/2/18,48.9781,49.363701,48.5924,48.5924,28.580996,67158869920
2004/2/19,48.9781,49.363701,48.5924,48.9781,28.807861,59513259882
2004/2/20,48.9781,49.363701,48.5924,48.9781,28.807861,71642475914
2004/2/23,48.5924,48.9781,47.8204,48.206799,28.354197,65118188214
2004/2/24,47.8204,48.206799,47.434799,47.434799,27.900126,57056788564
2004/2/25,47.8204,48.206799,47.434799,47.434799,27.900126,55758412958
2004/2/26,48.206799,48.9781,47.8204,48.9781,28.807861,59569361821
2004/2/27,48.9781,48.9781,48.206799,48.9781,28.807861,50344405564
2004/3/1,48.9781,49.749298,48.5924,49.749298,29.261463,70684379255
2004/3/2,50.520599,51.677502,50.134998,51.677502,30.395586,1.35E+11
2004/3/3,51.677502,52.063099,50.520599,50.9062,29.941929,78815543103
2004/3/4,50.9062,52.063099,50.520599,51.677502,30.395586,1.02E+11
2004/3/5,52.4487,52.8344,51.677502,51.677502,30.395586,1.16E+11
2004/3/8,50.9062,52.063099,50.9062,50.9062,29.941929,55670357263
2004/3/9,50.134998,50.9062,49.749298,50.520599,29.71513,49940609883
2004/3/10,50.134998,50.134998,48.5924,48.5924,28.580996,1.19E+11
2004/3/11,47.8204,49.363701,47.8204,48.9781,28.807861,67802283703
2004/3/12,48.206799,48.5924,47.8204,47.8204,28.126925,1.14E+11
2004/3/15,48.5924,48.9781,47.049099,47.049099,27.67326,60407654439
2004/3/16,47.434799,47.434799,46.277901,46.663502,27.446466,84634718917
2004/3/17,47.049099,47.434799,46.277901,46.663502,27.446466,89454305281
2004/3/18,46.277901,48.206799,46.277901,47.8204,28.126925,1.53E+11
2004/3/19,47.8204,48.5924,47.434799,48.5924,28.580996,50284851738
2004/3/22,45.506599,45.506599,45.506599,45.506599,26.766001,14709468076
2004/3/23,42.4216,43.9641,42.4216,42.4216,24.951468,3.38E+11
2004/3/24,45.120998,45.120998,43.9641,44.735401,26.312393,1.92E+11
2004/3/25,45.506599,45.506599,44.349701,44.735401,26.312393,99468706693
2004/3/26,45.506599,45.8923,44.735401,45.120998,26.539194,64095066813
2004/3/29,46.277901,47.434799,45.8923,47.434799,27.900126,63163052195
2004/3/30,47.049099,47.434799,46.277901,46.277901,27.21966,58881384121
2004/3/31,46.663502,47.049099,45.8923,46.277901,27.21966,45704998705
2004/4/1,45.8923,46.277901,45.506599,45.8923,26.992857,51577115149
2004/4/2,45.8923,46.277901,45.120998,45.8923,26.992857,46253287689
2004/4/5,47.049099,47.8204,46.277901,47.8204,28.126925,81636887440
2004/4/6,48.206799,48.206799,47.049099,47.8204,28.126925,64074691158
2004/4/7,47.434799,47.8204,47.049099,47.434799,27.900126,21580093062
2004/4/8,47.049099,47.434799,46.663502,47.049099,27.67326,38234540642
2004/4/9,46.663502,47.049099,46.277901,46.277901,27.21966,25151073123
2004/4/12,46.663502,47.8204,46.663502,47.049099,27.67326,41585912526
2004/4/13,47.434799,47.8204,46.277901,46.663502,27.446466,40807652188
2004/4/14,46.663502,48.9781,46.277901,48.5924,28.580996,86126725870
2004/4/15,48.5924,48.5924,47.049099,47.049099,27.67326,57452397911
2004/4/16,46.663502,47.434799,46.277901,47.049099,27.67326,82229725311
2004/4/19,46.663502,47.049099,45.8923,45.8923,26.992857,68277562011
2004/4/20,46.277901,47.434799,46.277901,47.049099,27.67326,51785350635
2004/4/21,47.049099,47.434799,47.049099,47.434799,27.900126,57984259116
2004/4/22,48.206799,49.363701,47.049099,47.8204,28.126925,1.69E+11
2004/4/23,48.5924,49.363701,48.206799,49.363701,29.034664,1.24E+11
2004/4/26,49.363701,49.749298,48.9781,48.9781,28.807861,75043361592
2004/4/27,48.9781,48.9781,47.8204,48.9781,28.807861,61855488255
2004/4/28,48.5924,48.9781,47.8204,47.8204,28.126925,42400074497
2004/4/29,46.277901,47.049099,45.8923,46.663502,27.446466,1.16E+11
2004/4/30,46.277901,46.277901,43.578499,44.349701,26.085537,1.18E+11
2004/5/3,44.349701,45.120998,43.9641,44.735401,26.312393,45051529860
2004/5/4,45.506599,45.8923,45.120998,45.506599,26.766001,40181640628
2004/5/5,45.506599,45.506599,42.4216,42.4216,24.951468,1.00E+11
2004/5/6,43.192799,43.9641,42.807201,42.807201,25.178272,1.07E+11
2004/5/7,42.4216,43.9641,42.4216,43.9641,25.858734,79685889678
2004/5/10,43.192799,43.192799,41.650299,42.4216,24.951468,73920676534
2004/5/11,42.807201,44.349701,41.264702,44.349701,26.085537,67254605939
2004/5/12,44.735401,45.120998,43.9641,44.349701,26.085537,66123063209
2004/5/13,43.9641,43.9641,42.4216,43.9641,25.858734,66581447809
2004/5/14,43.578499,43.9641,42.035999,42.4216,24.951468,78750057442
2004/5/17,41.264702,41.264702,39.722198,39.722198,23.363737,86322025545
2004/5/18,40.1078,40.879101,39.722198,40.1078,23.590542,57083892644
2004/5/19,41.650299,42.807201,41.264702,42.807201,25.178272,81206924549
2004/5/20,41.650299,42.4216,40.879101,42.4216,24.951468,90653137272
2004/5/21,42.035999,43.192799,41.650299,42.4216,24.951468,73720607343
2004/5/24,42.4216,42.4216,41.264702,41.650299,24.497807,38600891610
2004/5/25,41.650299,42.807201,41.264702,42.035999,24.724669,39175305219
2004/5/26,43.578499,43.9641,43.192799,43.192799,25.405071,61119559881
2004/5/27,43.9641,43.9641,43.192799,43.9641,25.858734,48113709728
2004/5/28,44.349701,44.735401,43.9641,44.735401,26.312393,69947353692
2004/5/31,44.349701,44.349701,43.192799,43.192799,25.405071,33106917161
2004/6/1,43.192799,43.9641,42.807201,43.578499,25.631931,30231915763
2004/6/2,43.192799,43.578499,42.035999,42.807201,25.178272,50458322859
2004/6/3,42.807201,43.192799,40.879101,40.879101,24.044203,70389014924
2004/6/4,40.879101,41.650299,40.493401,40.879101,24.044203,58741990994
2004/6/7,42.035999,42.4216,41.650299,42.4216,24.951468,43261673618
2004/6/8,42.807201,43.578499,42.4216,43.578499,25.631931,52369395962
2004/6/9,42.807201,43.192799,42.4216,42.4216,24.951468,38013847801
2004/6/10,41.650299,42.035999,40.879101,40.879101,24.044203,61053057190
2004/6/11,40.1078,40.1078,38.5653,38.950901,22.910078,1.08E+11
2004/6/14,38.717499,39.950001,38.0144,38.101799,22.719305,1.13E+11
2004/6/15,38.101799,38.101799,37.397701,37.8377,22.561831,98036101123
2004/6/16,39.509998,39.509998,37.8377,38.277599,22.824131,84062255712
2004/6/17,38.101799,39.5984,38.101799,38.981701,23.243973,1.03E+11
2004/6/18,38.366001,38.366001,37.221901,37.6618,22.456945,70348205158
2004/6/21,38.981701,38.981701,38.0144,38.277599,22.824131,50995561058
